Timestamp (us),Temperature (degC)
9166489713,45.400002
9167489566,45.500000
9168489420,45.500000
9169489276,45.500000
9170489130,45.500000
9171488983,45.500000
9172488838,45.500000
9173488693,45.500000
9174488546,45.500000
9175488402,45.500000
9176488256,45.500000
9177488109,45.500000
9178487965,45.500000
9179487820,45.500000
9180487674,45.500000
9181487530,45.500000
9182487385,45.599998
9183487238,45.575001
9184487094,45.500000
9185486951,45.500000
9186486805,45.500000
9187486660,45.500000
9188486517,45.500000
9189486371,45.500000
9190486227,45.500000
9191486085,45.500000
9192485939,45.575001
9193485795,45.599998
9194485653,45.500000
9195485507,45.625000
9196485363,45.549999
9197485221,45.500000
9198485076,45.500000
9199484932,45.625000
9200484790,45.625000
9201484647,45.549999
9202484502,45.525002
9203484359,45.625000
9204484217,45.625000
9205484073,45.625000
9206483929,45.625000
9207483788,45.625000
9208483645,45.625000
9209483501,45.625000
9210483358,45.625000
9211483224,45.625000
9212483073,45.625000
9213482930,45.625000
9214482789,45.625000
9215482645,45.625000
9216482503,45.625000
9217482362,45.625000
9218482220,45.625000
9219482076,45.625000
9220481934,45.625000
9221481793,45.625000
9222481650,45.625000
9223481508,45.724998
9224481368,45.750000
9225481231,45.724998
9226481083,45.625000
9227480942,45.625000
9228480803,45.625000
9229480660,45.674999
9230480519,45.750000
9231480378,45.750000
9232480240,45.650002
9233480095,45.674999
9234479954,45.750000
9235479814,45.750000
9236479671,45.750000
9237479530,45.750000
9238479391,45.750000
9239479248,45.750000
9240479108,45.750000
9241478968,45.750000
9242478826,45.750000
9243478685,45.750000
9244478546,45.750000
9245478404,45.750000
9246478264,45.674999
9247478125,45.674999
9248477983,45.750000
9249477843,45.750000
9250477703,45.750000
9251477562,45.674999
9252477421,45.650002
9253477283,45.750000
9254477141,45.750000
9255477000,45.750000
9256476862,45.750000
9257476722,45.750000
9258476580,45.750000
9259476440,45.750000
9260476302,45.750000
9261476161,45.750000
9262476021,45.750000
9263475882,45.750000
9264475740,45.750000
9265475601,45.799999
9266475462,45.875000
9267475321,45.875000
9268475182,45.875000
9269475044,45.799999
9270474903,45.750000
9271474765,45.750000
9272474625,45.875000
9273474485,45.775002
9274474345,45.799999
9275474207,45.875000
