Timestamp (us),Temperature (degC)
9095873788,40.625000
9096872117,40.625000
9097870444,40.625000
9098868773,40.625000
9099867099,40.525002
9100865429,40.500000
9101863756,40.500000
9102862086,40.500000
9103860412,40.625000
9104858742,40.549999
9105857068,40.549999
9106855398,40.625000
9107853724,40.625000
9108852054,40.625000
9109850380,40.625000
9110848710,40.625000
9111847036,40.625000
9112845365,40.500000
9113843692,40.575001
9114842021,40.625000
9115840348,40.625000
9116838678,40.500000
