Timestamp (us),Temperature (degC)
9467570651,34.250000
9468571564,34.250000
9469572476,34.250000
9470573392,34.299999
9471574305,34.375000
9472575218,34.250000
9473576132,34.250000
9474577046,34.250000
9475577960,34.250000
9476578873,34.250000
9477579786,34.250000
9478580700,34.250000
9479581613,34.250000
9480582527,34.250000
9481583442,34.250000
9482584356,34.250000
9483585270,34.250000
9484586185,34.299999
9485587099,34.375000
9486588013,34.375000
9487588929,34.375000
9488589843,34.375000
9489590758,34.375000
9490591672,34.375000
9491592587,34.250000
9492593501,34.325001
9493594415,34.375000
9494595330,34.349998
9495596245,34.250000
9496597159,34.349998
9497598074,34.299999
9498598988,34.299999
9499599903,34.375000
9500600818,34.375000
9501601732,34.375000
9502602646,34.375000
9503603560,34.375000
9504604475,34.375000
9505605391,34.375000
9506606305,34.299999
9507607219,34.250000
9508608133,34.275002
9509609047,34.375000
9510609966,34.375000
9511610874,34.299999
9512611788,34.299999
9513612702,34.375000
9514613616,34.375000
9515614529,34.375000
9516615443,34.299999
9517616357,34.275002
9518617272,34.375000
9519618185,34.375000
9520619098,34.375000
9521620011,34.325001
9522620925,34.250000
9523621838,34.250000
9524622751,34.250000
9525623664,34.250000
9526624577,34.250000
9527625490,34.250000
9528626403,34.250000
9529627315,34.250000
9530628227,34.250000
9531629141,34.250000
9532630053,34.250000
9533630965,34.250000
9534631877,34.250000
9535632788,34.250000
9536633700,34.250000
9537634611,34.250000
9538635521,34.250000
9539636432,34.250000
9540637343,34.250000
9541638254,34.250000
9542639166,34.125000
9543640077,34.224998
9544640988,34.200001
9545641898,34.150002
9546642808,34.250000
9547643718,34.125000
9548644627,34.125000
9549645538,34.125000
9550646447,34.125000
9551647357,34.125000
9552648267,34.125000
9553649176,34.125000
9554650085,34.125000
9555650995,34.125000
9556651904,34.125000
9557652815,34.125000
9558653724,34.125000
9559654632,34.125000
9560655547,34.125000
9561656449,34.125000
9562657357,34.125000
9563658266,34.075001
9564659175,34.025002
9565660084,34.125000
9566660992,34.125000
9567661903,34.125000
9568662812,34.125000
