Timestamp (us),Temperature (degC)
9316468542,45.875000
9317468405,45.875000
9318468269,45.974998
9319468130,45.924999
9320467993,45.875000
9321467858,45.875000
9322467720,46.000000
9323467582,46.000000
9324467445,45.950001
9325467310,45.875000
9326467171,45.875000
9327467035,45.875000
9328466900,45.875000
9329466762,45.875000
9330466625,45.875000
9331466490,45.875000
9332466353,45.974998
9333466216,46.000000
9334466079,46.000000
9335465944,46.000000
9336465807,46.000000
9337465670,46.000000
9338465533,46.000000
9339465398,46.000000
9340465262,46.000000
9341465124,46.000000
9342464988,46.000000
9343464853,46.000000
9344464718,46.000000
9345464580,46.000000
9346464444,46.000000
9347464310,46.000000
9348464173,46.000000
9349464036,46.000000
9350463901,46.000000
9351463766,46.000000
9352463631,46.000000
9353463493,46.000000
9354463357,46.000000
9355463223,46.000000
9356463088,46.000000
9357462951,46.000000
9358462816,46.000000
9359462682,46.000000
9360462558,46.000000
9361462410,46.000000
9362462274,46.000000
9363462140,46.000000
9364462004,46.000000
9365461869,46.000000
9366461735,46.000000
9367461600,46.000000
9368461463,46.000000
9369461327,46.000000
9370461193,46.000000
9371461057,46.000000
9372460923,46.000000
9373460789,46.000000
9374460654,46.000000
9375460518,46.000000
9376460384,46.000000
9377460250,46.000000
9378460114,46.000000
9379459980,46.000000
9380459845,46.000000
9381459712,46.000000
9382459575,46.099998
9383459440,46.125000
9384459307,46.099998
9385459173,46.000000
9386459036,46.000000
9387458902,46.000000
9388458768,46.000000
9389458633,46.000000
9390458499,46.000000
9391458365,46.000000
9392458232,46.049999
9393458096,46.125000
9394457962,46.125000
9395457830,46.000000
9396457695,46.075001
9397457560,46.125000
9398457426,46.125000
9399457294,46.125000
9400457160,46.125000
9401457024,46.125000
9402456891,46.099998
9403456758,46.000000
9404456623,46.125000
9405456489,46.125000
9406456355,46.125000
9407456223,46.125000
9408456089,46.125000
9409455955,46.125000
9410455823,46.125000
9411455688,46.125000
9412455555,46.125000
9413455422,46.125000
9414455290,46.125000
9415455155,46.125000
9416455022,46.125000
