Timestamp (us),Percentage (%),Power (dBm)
9145880885,82.000000,-59.000000
9146889680,76.000000,-62.000000
9147888114,84.000000,-58.000000
9148880403,82.000000,-59.000000
9149877501,84.000000,-58.000000
9150880937,90.000000,-55.000000
9151879338,88.000000,-56.000000
