Format Version,1.23,Take Name,pp5 straight,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-01-19 01.25.37.982 PM,Total Frames in Take,825,Total Exported Frames,825,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
192,1.600000,-0.000525,-0.002276,-0.002235,-0.999995,-0.798390,0.614137,-3.100415,0.000277,-0.847947,0.570186,-3.106971,0.988510,-0.738242,0.601501,-3.097944,0.981427,-0.808980,0.670724,-3.096331,0.980420,-0.090318,0.054145,0.035157,-0.993819,-1.097687,0.895876,-2.931252,0.001118,-1.099639,0.936369,-2.876133,0.938240,-1.098590,0.867512,-2.958591,0.879155,-1.116571,0.849209,-2.920643,0.000000,-1.075948,0.930413,-2.969642,0.914647,-0.127863,-0.182965,-0.047132,-0.973629,-0.539412,0.915219,-2.967120,0.001634,-0.541877,0.961304,-2.920004,0.853059,-0.518754,0.864334,-2.946964,0.773620,-0.538124,0.875648,-3.003799,0.624126,-0.558892,0.959591,-2.997715,0.644023,0.023813,-0.055807,0.006775,-0.998135,-0.804372,0.916280,-2.784838,0.001452,-0.850657,0.877495,-2.774486,0.861256,-0.828014,0.940920,-2.786184,0.894309,-0.734444,0.930426,-2.793844,0.963676,0.094946,0.988511,0.113496,0.030821,-0.818572,1.081879,-3.020848,0.000896,-0.823152,1.030044,-3.022703,0.000000,-0.774772,1.131338,-3.011427,0.725016,-0.814607,1.024130,-3.035557,0.885195,-0.861756,1.142005,-3.013706,0.813234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.773710,1.131603,-3.011317,-0.814987,1.024386,-3.035524,-0.862307,1.141517,-3.013834,-0.847870,0.570270,-3.106960,-0.738402,0.601594,-3.097946,-0.808897,0.670547,-3.096341,-0.849768,0.878533,-2.774728,-0.828786,0.940220,-2.786003,-0.734562,0.930088,-2.793782,-0.540998,0.961927,-2.921004,-0.520949,0.864777,-2.947299,-0.534565,0.875102,-3.004877,-0.560843,0.958730,-2.994864,-1.099835,0.935786,-2.876081,-1.098476,0.868490,-2.957891,,,,-1.075866,0.930018,-2.970394
193,1.608333,-0.001024,-0.002236,-0.002248,-0.999995,-0.798327,0.614161,-3.100353,0.000303,-0.847883,0.570216,-3.106956,0.985653,-0.738179,0.601524,-3.097890,0.980788,-0.808919,0.670744,-3.096213,0.980191,-0.084865,0.050184,0.036240,-0.994468,-1.097669,0.896400,-2.930489,0.001358,-1.099072,0.937476,-2.875786,0.836145,-1.098860,0.867752,-2.957518,0.893580,-1.116552,0.849887,-2.919226,0.835041,-1.076192,0.930487,-2.969425,0.898777,-0.125575,-0.178790,-0.037600,-0.975116,-0.539884,0.914697,-2.966802,0.001240,-0.541776,0.961195,-2.920067,0.861297,-0.520324,0.863593,-2.946111,0.840117,-0.539113,0.874817,-3.003158,0.563645,-0.558325,0.959183,-2.997871,0.569026,0.024866,-0.057022,0.008474,-0.998027,-0.804620,0.916212,-2.784462,0.001800,-0.851009,0.877605,-2.773911,0.829773,-0.828183,0.940927,-2.785808,0.841042,-0.734667,0.930104,-2.793666,0.981096,0.095195,0.988449,0.113887,0.030587,-0.818264,1.081940,-3.020552,0.000901,-0.822867,1.030109,-3.022449,0.000000,-0.774439,1.131372,-3.011108,0.728344,-0.814331,1.024202,-3.035311,0.879675,-0.861419,1.142078,-3.013340,0.812371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.773397,1.131659,-3.010995,-0.814728,1.024471,-3.035276,-0.861941,1.141556,-3.013474,-0.847782,0.570317,-3.106942,-0.738353,0.601606,-3.097893,-0.808846,0.670560,-3.096224,-0.850232,0.879089,-2.774215,-0.829035,0.939616,-2.785523,-0.734592,0.929931,-2.793647,-0.540979,0.961791,-2.921034,-0.521918,0.863488,-2.946041,-0.535083,0.874744,-3.004831,-0.561186,0.958478,-2.994726,-1.099606,0.935929,-2.875853,-1.098585,0.868709,-2.957892,-1.116525,0.850801,-2.917854,-1.075961,0.930162,-2.970356
194,1.616667,-0.000907,-0.002422,-0.002420,-0.999994,-0.798315,0.614185,-3.100336,0.000378,-0.847858,0.570221,-3.106911,0.982903,-0.738162,0.601569,-3.097892,0.973658,-0.808925,0.670765,-3.096205,0.976506,-0.085158,0.049231,0.036840,-0.994468,-1.097703,0.896608,-2.930482,0.001354,-1.098956,0.937647,-2.875747,0.833855,-1.098976,0.867980,-2.957529,0.891602,-1.116610,0.850105,-2.919215,0.832002,-1.076268,0.930701,-2.969436,0.896757,-0.125172,-0.183063,-0.036369,-0.974422,-0.540206,0.914524,-2.966707,0.001250,-0.541631,0.961088,-2.920021,0.866375,-0.520521,0.863426,-2.946119,0.837556,-0.539802,0.874594,-3.003014,0.535937,-0.558871,0.958988,-2.997673,0.593580,0.027060,-0.053373,0.010533,-0.998152,-0.804807,0.916101,-2.784414,0.001487,-0.851415,0.877714,-2.774026,0.853841,-0.828268,0.940895,-2.786049,0.887208,-0.734738,0.929693,-2.793166,0.966596,0.095305,0.988375,0.114121,0.031764,-0.818010,1.082039,-3.020316,0.000911,-0.822634,1.030210,-3.022238,0.000000,-0.774184,1.131447,-3.010756,0.720593,-0.814070,1.024302,-3.035082,0.881424,-0.861153,1.142196,-3.013190,0.810928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.773105,1.131717,-3.010643,-0.814460,1.024571,-3.035047,-0.861701,1.141693,-3.013323,-0.847724,0.570326,-3.106894,-0.738404,0.601673,-3.097898,-0.808817,0.670557,-3.096216,-0.850557,0.878868,-2.774287,-0.828941,0.940012,-2.785848,-0.734923,0.929422,-2.793107,-0.540904,0.961687,-2.920969,-0.522135,0.863309,-2.945988,-0.535549,0.874549,-3.004870,-0.561519,0.958293,-2.994669,-1.099530,0.936088,-2.875803,-1.098793,0.868971,-2.957928,-1.116482,0.851063,-2.917841,-1.076006,0.930310,-2.970356
195,1.625000,-0.000975,-0.002461,-0.002486,-0.999994,-0.798284,0.614214,-3.100285,0.000381,-0.847822,0.570245,-3.106862,0.982753,-0.738129,0.601606,-3.097847,0.973178,-0.808901,0.670792,-3.096145,0.976578,-0.085401,0.049405,0.038694,-0.994368,-1.097881,0.896807,-2.930502,0.001378,-1.098986,0.937813,-2.875740,0.834865,-1.099258,0.868202,-2.957568,0.889712,-1.116961,0.850367,-2.919267,0.835924,-1.076318,0.930846,-2.969432,0.898278,-0.122763,-0.172196,-0.037421,-0.976666,-0.539684,0.914361,-2.967653,0.000499,-0.542156,0.961115,-2.921202,0.856896,-0.520466,0.863349,-2.946421,0.810880,-0.538465,0.874282,-3.003779,0.742511,-0.557650,0.958696,-2.999212,0.829962,0.026976,-0.052011,0.011459,-0.998216,-0.804877,0.915922,-2.784245,0.001543,-0.851582,0.877617,-2.773988,0.845954,-0.828289,0.940758,-2.785944,0.889085,-0.734759,0.929390,-2.792802,0.956870,0.095283,0.988341,0.114213,0.032525,-0.817769,1.082137,-3.020070,0.000915,-0.822397,1.030309,-3.022001,0.000000,-0.773951,1.131539,-3.010441,0.718394,-0.813815,1.024401,-3.034832,0.881691,-0.860915,1.142300,-3.013007,0.810564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.772863,1.131808,-3.010325,-0.814203,1.024668,-3.034798,-0.861468,1.141799,-3.013141,-0.847684,0.570348,-3.106845,-0.738376,0.601710,-3.097853,-0.808791,0.670586,-3.096156,-0.850618,0.878788,-2.774259,-0.828981,0.939913,-2.785749,-0.735032,0.929064,-2.792726,-0.540865,0.961676,-2.920947,-0.522315,0.863246,-2.946039,-0.536099,0.874366,-3.004791,-0.559239,0.958162,-2.998929,-1.099526,0.936255,-2.875828,-1.098970,0.869206,-2.957921,-1.116931,0.851266,-2.917895,-1.076097,0.930501,-2.970363
196,1.633333,-0.000996,-0.002181,-0.002413,-0.999994,-0.798234,0.614231,-3.100224,0.000373,-0.847775,0.570269,-3.106830,0.982753,-0.738082,0.601614,-3.097753,0.973178,-0.808845,0.670810,-3.096088,0.976578,-0.085316,0.049399,0.040029,-0.994323,-1.098041,0.897065,-2.930516,0.001364,-1.099024,0.938076,-2.875755,0.834865,-1.099502,0.868463,-2.957581,0.889712,-1.117242,0.850677,-2.919276,0.835924,-1.076397,0.931046,-2.969453,0.898278,-0.122903,-0.175109,-0.036888,-0.976151,-0.539914,0.914355,-2.967640,0.000457,-0.542091,0.961110,-2.921175,0.856896,-0.520585,0.863337,-2.946524,0.810880,-0.538925,0.874276,-3.003772,0.742511,-0.558054,0.958697,-2.999090,0.829962,0.026229,-0.051098,0.011134,-0.998287,-0.804952,0.915942,-2.784106,0.001459,-0.851651,0.877594,-2.773993,0.845954,-0.828376,0.940767,-2.785810,0.889085,-0.734827,0.929467,-2.792515,0.956870,0.095103,0.988331,0.114100,0.033731,-0.817561,1.082282,-3.019869,0.000931,-0.822181,1.030453,-3.021786,0.000000,-0.773770,1.131692,-3.010157,0.718394,-0.813567,1.024539,-3.034594,0.881691,-0.860728,1.142445,-3.012937,0.810564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.772638,1.131943,-3.010040,-0.813950,1.024810,-3.034560,-0.861310,1.141960,-3.013071,-0.847633,0.570367,-3.106814,-0.738331,0.601709,-3.097760,-0.808739,0.670617,-3.096098,-0.850784,0.878740,-2.774247,-0.828996,0.939891,-2.785620,-0.735074,0.929196,-2.792451,-0.540808,0.961670,-2.920995,-0.522434,0.863225,-2.946150,-0.536578,0.874378,-3.004761,-0.559628,0.958156,-2.998743,-1.099555,0.936567,-2.875794,-1.099174,0.869459,-2.957946,-1.117238,0.851551,-2.917930,-1.076198,0.930684,-2.970396
197,1.641667,-0.000743,-0.001765,-0.002338,-0.999995,-0.798156,0.614236,-3.100128,0.000323,-0.847697,0.570278,-3.106754,0.982658,-0.738008,0.601611,-3.097601,0.973353,-0.808762,0.670819,-3.096030,0.977875,-0.085226,0.049474,0.041020,-0.994287,-1.098228,0.897307,-2.930546,0.001362,-1.099127,0.938324,-2.875788,0.840032,-1.099746,0.868705,-2.957609,0.889030,-1.117521,0.850957,-2.919302,0.839528,-1.076517,0.931241,-2.969486,0.897084,-0.121692,-0.179960,-0.034908,-0.975493,-0.540235,0.914606,-2.967301,0.000562,-0.541841,0.961516,-2.920969,0.858827,-0.520806,0.863614,-2.946214,0.811019,-0.539699,0.874408,-3.003310,0.745122,-0.558595,0.958885,-2.998711,0.829988,0.025900,-0.050374,0.011884,-0.998324,-0.804962,0.915846,-2.783944,0.001552,-0.851733,0.877561,-2.773923,0.854038,-0.828347,0.940706,-2.785670,0.891049,-0.734804,0.929270,-2.792241,0.962772,0.095039,0.988292,0.114350,0.034224,-0.817335,1.082393,-3.019649,0.000964,-0.821951,1.030565,-3.021593,0.000000,-0.773555,1.131800,-3.009872,0.708586,-0.813325,1.024656,-3.034394,0.882375,-0.860511,1.142552,-3.012738,0.807842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.772365,1.132051,-3.009750,-0.813713,1.024934,-3.034359,-0.861113,1.142064,-3.012874,-0.847585,0.570392,-3.106738,-0.738189,0.601691,-3.097605,-0.808693,0.670624,-3.096042,-0.850768,0.878750,-2.774191,-0.829027,0.939837,-2.785476,-0.735090,0.928951,-2.792166,-0.540670,0.961700,-2.921109,-0.522418,0.863266,-2.946285,-0.537921,0.875282,-3.003140,-0.559932,0.958175,-2.998670,-1.099676,0.936776,-2.875870,-1.099460,0.869703,-2.957972,-1.117465,0.851884,-2.917948,-1.076309,0.930863,-2.970396
198,1.650000,-0.000586,-0.001519,-0.002346,-0.999996,-0.798128,0.614263,-3.100080,0.000287,-0.847666,0.570302,-3.106716,0.983868,-0.737981,0.601639,-3.097519,0.980138,-0.808737,0.670847,-3.096004,0.979331,-0.085822,0.048667,0.043321,-0.994178,-1.098435,0.897578,-2.930543,0.001345,-1.099048,0.938516,-2.875723,0.835634,-1.100131,0.869024,-2.957646,0.890021,-1.117909,0.851297,-2.919331,0.835791,-1.076650,0.931475,-2.969475,0.899317,-0.122186,-0.182100,-0.034907,-0.975034,-0.540325,0.914711,-2.967321,0.000533,-0.541745,0.961578,-2.920939,0.880693,-0.520784,0.863707,-2.946367,0.834928,-0.539931,0.874547,-3.003369,0.801135,-0.558838,0.959013,-2.998609,0.848595,0.023206,-0.051259,0.010738,-0.998358,-0.805047,0.915770,-2.783676,0.001742,-0.851726,0.877339,-2.773784,0.844515,-0.828484,0.940593,-2.785224,0.887926,-0.734931,0.929379,-2.792022,0.956523,0.095034,0.988264,0.114542,0.034402,-0.817142,1.082520,-3.019472,0.000990,-0.821758,1.030692,-3.021435,0.000000,-0.773364,1.131923,-3.009660,0.694399,-0.813126,1.024788,-3.034235,0.880388,-0.860318,1.142678,-3.012556,0.803236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.772149,1.132188,-3.009534,-0.813526,1.025079,-3.034199,-0.860922,1.142163,-3.012699,-0.847573,0.570416,-3.106701,-0.738126,0.601712,-3.097522,-0.808685,0.670660,-3.096017,-0.850807,0.878770,-2.774079,-0.829208,0.939404,-2.784983,-0.735127,0.929137,-2.791968,-0.540573,0.961737,-2.921101,-0.522383,0.863355,-2.946386,-0.538158,0.875408,-3.003232,-0.560185,0.958345,-2.998563,-1.099617,0.937022,-2.875736,-1.099871,0.870017,-2.958056,-1.117818,0.852210,-2.917982,-1.076431,0.931064,-2.970400
199,1.658333,-0.000749,-0.001632,-0.002354,-0.999996,-0.798115,0.614278,-3.100030,0.000292,-0.847654,0.570319,-3.106670,0.985613,-0.737967,0.601655,-3.097487,0.982436,-0.808724,0.670861,-3.095934,0.980564,-0.085531,0.048803,0.044028,-0.994165,-1.098742,0.897859,-2.930530,0.001378,-1.099303,0.938827,-2.875731,0.832224,-1.100476,0.869294,-2.957618,0.887818,-1.118286,0.851612,-2.919296,0.827004,-1.076903,0.931704,-2.969476,0.898405,-0.122607,-0.183947,-0.035179,-0.974625,-0.540326,0.914865,-2.967358,0.000517,-0.541615,0.961689,-2.920929,0.881530,-0.520665,0.863859,-2.946522,0.836475,-0.540033,0.874733,-3.003443,0.801758,-0.558994,0.959179,-2.998538,0.850389,0.024278,-0.049780,0.009264,-0.998422,-0.804950,0.915689,-2.783614,0.001292,-0.851537,0.877132,-2.773778,0.869270,-0.828460,0.940436,-2.785279,0.914909,-0.734853,0.929500,-2.791786,0.954168,0.095116,0.988176,0.115408,0.033787,-0.816916,1.082667,-3.019319,0.000949,-0.821533,1.030843,-3.021374,0.000000,-0.773129,1.132052,-3.009462,0.700399,-0.812915,1.024963,-3.034194,0.881986,-0.860086,1.142811,-3.012246,0.806316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.771964,1.132306,-3.009342,-0.813301,1.025232,-3.034160,-0.860677,1.142329,-3.012381,-0.847558,0.570425,-3.106655,-0.738125,0.601732,-3.097490,-0.808662,0.670677,-3.095946,-0.850637,0.878055,-2.773995,-0.829070,0.939859,-2.785139,-0.735143,0.929153,-2.791709,-0.540461,0.961878,-2.921121,-0.522248,0.863453,-2.946551,-0.538263,0.875612,-3.003288,-0.560334,0.958516,-2.998471,-1.099893,0.937258,-2.875796,-1.100226,0.870290,-2.958069,-1.118168,0.852600,-2.917880,-1.076680,0.931289,-2.970376
200,1.666667,-0.000858,-0.001578,-0.002314,-0.999996,-0.798114,0.614298,-3.099965,0.000297,-0.847655,0.570344,-3.106620,0.985210,-0.737967,0.601670,-3.097419,0.982032,-0.808719,0.670881,-3.095858,0.980588,-0.085714,0.048597,0.045689,-0.994085,-1.099098,0.898157,-2.930498,0.001376,-1.099488,0.939095,-2.875675,0.830637,-1.100943,0.869612,-2.957600,0.887650,-1.118785,0.851967,-2.919276,0.825332,-1.077175,0.931952,-2.969440,0.899117,-0.121780,-0.184773,-0.036414,-0.974527,-0.540252,0.915311,-2.967363,0.000904,-0.541617,0.962186,-2.920988,0.873132,-0.520414,0.864387,-2.946492,0.821490,-0.539887,0.875137,-3.003401,0.814580,-0.559089,0.959532,-2.998571,0.849723,0.022084,-0.050791,0.009514,-0.998420,-0.805022,0.915550,-2.783254,0.001574,-0.851619,0.876985,-2.773495,0.845067,-0.828516,0.940321,-2.784765,0.885317,-0.734931,0.929343,-2.791503,0.959570,0.094930,0.988073,0.116179,0.034683,-0.816783,1.082800,-3.019210,0.001024,-0.821386,1.030978,-3.021344,0.000000,-0.773025,1.132180,-3.009200,0.672800,-0.812742,1.025117,-3.034155,0.878703,-0.859979,1.142926,-3.012140,0.801840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.771762,1.132494,-3.009058,-0.813156,1.025369,-3.034127,-0.860574,1.142421,-3.012281,-0.847555,0.570452,-3.106605,-0.738130,0.601745,-3.097422,-0.808656,0.670697,-3.095869,-0.850659,0.878173,-2.773754,-0.829253,0.939463,-2.784574,-0.735154,0.929012,-2.791435,-0.540372,0.961971,-2.921103,-0.522157,0.864770,-2.946517,-0.538175,0.875849,-3.003373,-0.560302,0.958653,-2.998458,-1.100092,0.937515,-2.875755,-1.100712,0.870614,-2.958053,-1.118637,0.852977,-2.917859,-1.076951,0.931521,-2.970324
201,1.675000,-0.000735,-0.001696,-0.002202,-0.999996,-0.798130,0.614289,-3.099904,0.000263,-0.847683,0.570344,-3.106536,0.988897,-0.737986,0.601647,-3.097368,0.983356,-0.808721,0.670874,-3.095808,0.980451,-0.086389,0.047799,0.048046,-0.993954,-1.099560,0.898480,-2.930459,0.001391,-1.099662,0.939328,-2.875568,0.828924,-1.101586,0.869990,-2.957605,0.887208,-1.119433,0.852361,-2.919276,0.823492,-1.077560,0.932242,-2.969387,0.897981,-0.123464,-0.183522,-0.039327,-0.974438,-0.539901,0.915268,-2.967734,0.000786,-0.541628,0.961928,-2.921155,0.861868,-0.519884,0.864346,-2.947031,0.772448,-0.539238,0.875258,-3.003950,0.744575,-0.558855,0.959539,-2.998801,0.836466,0.022844,-0.050922,0.008955,-0.998401,-0.805042,0.915650,-2.783098,0.001562,-0.851590,0.877045,-2.773269,0.846373,-0.828566,0.940392,-2.784637,0.881959,-0.734970,0.929515,-2.791389,0.964382,0.094767,0.988107,0.116180,0.034158,-0.816645,1.082901,-3.019111,0.001034,-0.821227,1.031077,-3.021245,0.000000,-0.772899,1.132300,-3.009141,0.670215,-0.812592,1.025221,-3.034065,0.876571,-0.859861,1.143007,-3.011993,0.798478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.771625,1.132610,-3.009001,-0.813008,1.025486,-3.034034,-0.860462,1.142489,-3.012137,-0.847618,0.570433,-3.106524,-0.738125,0.601739,-3.097369,-0.808648,0.670694,-3.095818,-0.850687,0.878260,-2.773528,-0.829271,0.939466,-2.784439,-0.735168,0.929225,-2.791329,-0.540265,0.962096,-2.921010,-0.522008,0.864989,-2.946532,-0.536982,0.875176,-3.005146,-0.560255,0.958835,-2.998332,-1.100288,0.937739,-2.875657,-1.101393,0.870999,-2.958070,-1.119258,0.853348,-2.917823,-1.077302,0.931835,-2.970286
202,1.683333,-0.000803,-0.001808,-0.002322,-0.999995,-0.798138,0.614291,-3.099860,0.000265,-0.847682,0.570335,-3.106487,0.989606,-0.737990,0.601664,-3.097339,0.982223,-0.808742,0.670874,-3.095754,0.980243,-0.087025,0.047381,0.050416,-0.993801,-1.100026,0.898830,-2.930449,0.001372,-1.099876,0.939592,-2.875494,0.833922,-1.102214,0.870391,-2.957637,0.890110,-1.120097,0.852785,-2.919314,0.830130,-1.077916,0.932550,-2.969349,0.900032,-0.124201,-0.182287,-0.040126,-0.974544,-0.539661,0.915446,-2.967701,0.000818,-0.541553,0.962021,-2.921042,0.863033,-0.519647,0.864507,-2.947037,0.777222,-0.538864,0.875502,-3.003987,0.741963,-0.558578,0.959755,-2.998737,0.837931,0.024750,-0.050933,0.009760,-0.998348,-0.805007,0.915666,-2.782889,0.001545,-0.851609,0.877165,-2.772909,0.846288,-0.828496,0.940435,-2.784524,0.886261,-0.734915,0.929399,-2.791235,0.960025,0.094799,0.988070,0.116435,0.034271,-0.816571,1.083011,-3.019043,0.001057,-0.821156,1.031189,-3.021204,0.000000,-0.772824,1.132402,-3.009036,0.667886,-0.812519,1.025338,-3.034024,0.868167,-0.859784,1.143117,-3.011906,0.788985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.771542,1.132718,-3.008893,-0.812948,1.025643,-3.033985,-0.860385,1.142545,-3.012063,-0.847618,0.570416,-3.106476,-0.738139,0.601762,-3.097340,-0.808658,0.670695,-3.095764,-0.850679,0.878360,-2.773172,-0.829176,0.939544,-2.784329,-0.735165,0.929094,-2.791167,-0.540209,0.962217,-2.920865,-0.521724,0.865136,-2.946537,-0.536606,0.875357,-3.005226,-0.559978,0.959087,-2.998270,-1.100475,0.938046,-2.875585,-1.101966,0.871373,-2.958064,-1.119982,0.853707,-2.917892,-1.077680,0.932193,-2.970253
203,1.691667,-0.000655,-0.001694,-0.002288,-0.999996,-0.798188,0.614287,-3.099823,0.000263,-0.847734,0.570333,-3.106448,0.989606,-0.738042,0.601656,-3.097285,0.982223,-0.808789,0.670872,-3.095736,0.980243,-0.088145,0.046665,0.052170,-0.993645,-1.100518,0.899251,-2.930402,0.001322,-1.100147,0.939876,-2.875346,0.833922,-1.102842,0.870888,-2.957657,0.890110,-1.120722,0.853245,-2.919350,0.830130,-1.078360,0.932996,-2.969254,0.900032,-0.125083,-0.180594,-0.041590,-0.974685,-0.539354,0.915694,-2.967657,0.000793,-0.541515,0.962155,-2.920897,0.863033,-0.519309,0.864749,-2.947041,0.777222,-0.538342,0.875838,-3.004034,0.741963,-0.558252,0.960036,-2.998658,0.837931,0.026517,-0.051266,0.009080,-0.998292,-0.805009,0.915754,-2.782732,0.001474,-0.851546,0.877217,-2.772584,0.846288,-0.828537,0.940481,-2.784435,0.886261,-0.734945,0.929564,-2.791178,0.960025,0.094681,0.988153,0.115830,0.034234,-0.816495,1.083098,-3.018880,0.001041,-0.821070,1.031272,-3.020977,0.000000,-0.772757,1.132510,-3.008941,0.667886,-0.812433,1.025408,-3.033792,0.868167,-0.859720,1.143203,-3.011810,0.788985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.771494,1.132808,-3.008804,-0.812855,1.025720,-3.033751,-0.860325,1.142635,-3.011964,-0.847677,0.570417,-3.106437,-0.738181,0.601759,-3.097285,-0.808707,0.670685,-3.095747,-0.850708,0.878372,-2.772838,-0.829196,0.939589,-2.784238,-0.735124,0.929303,-2.791121,-0.540179,0.962405,-2.920669,-0.521380,0.865364,-2.946657,-0.536102,0.875660,-3.005170,-0.559643,0.959355,-2.998213,-1.100719,0.938357,-2.875494,-1.102581,0.871805,-2.958083,-1.120621,0.854162,-2.917950,-1.078149,0.932682,-2.970081
204,1.700000,-0.000373,-0.001726,-0.002238,-0.999996,-0.798235,0.614267,-3.099765,0.000258,-0.847785,0.570314,-3.106362,0.989774,-0.738090,0.601632,-3.097224,0.982731,-0.808830,0.670855,-3.095709,0.979529,-0.089459,0.045825,0.055102,-0.993409,-1.101135,0.899779,-2.930535,0.001351,-1.100426,0.940234,-2.875358,0.836996,-1.103673,0.871511,-2.957870,0.895621,-1.121573,0.853852,-2.919580,0.832305,-1.078867,0.933517,-2.969330,0.909058,-0.128630,-0.194122,-0.044141,-0.971505,-0.539736,0.916039,-2.966683,0.001481,-0.540960,0.962135,-2.919529,0.862153,-0.518769,0.865093,-2.947006,0.780553,-0.539425,0.876462,-3.003375,0.748121,-0.559790,0.960467,-2.996821,0.838773,0.025951,-0.052157,0.008950,-0.998262,-0.804974,0.915727,-2.782516,0.001468,-0.851487,0.877171,-2.772330,0.855123,-0.828508,0.940452,-2.784149,0.887303,-0.734927,0.929558,-2.791070,0.967814,0.094731,0.988178,0.115436,0.034706,-0.816438,1.083157,-3.018666,0.001035,-0.821023,1.031330,-3.020722,0.000000,-0.772697,1.132568,-3.008733,0.673810,-0.812376,1.025453,-3.033525,0.868414,-0.859655,1.143278,-3.011684,0.789123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.771442,1.132872,-3.008594,-0.812799,1.025755,-3.033486,-0.860251,1.142719,-3.011837,-0.847737,0.570399,-3.106352,-0.738220,0.601739,-3.097223,-0.808747,0.670663,-3.095720,-0.850653,0.878313,-2.772582,-0.829177,0.939574,-2.783953,-0.735092,0.929294,-2.791015,-0.540112,0.962561,-2.920431,-0.521013,0.865668,-2.946850,-0.535570,0.876015,-3.005138,-0.561520,0.959638,-2.994365,-1.101011,0.938645,-2.875530,-1.103372,0.872385,-2.958246,-1.121503,0.854805,-2.918148,-1.078652,0.933280,-2.970214
