Format Version,1.23,Take Name,pp5 straight,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-01-19 01.25.37.982 PM,Total Frames in Take,825,Total Exported Frames,825,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
393,3.275000,0.001293,-0.016980,-0.003047,-0.999850,-0.809558,0.613561,-3.089660,0.000427,-0.859212,0.569508,-3.094594,0.974974,-0.749342,0.601030,-3.088912,0.973860,-0.820120,0.670146,-3.085474,0.975763,-0.210989,0.065230,0.159503,-0.962178,-1.120785,0.932502,-2.933122,0.001720,-1.115561,0.957018,-2.869457,0.831295,-1.127124,0.913015,-2.966780,0.880277,-1.150457,0.890492,-2.934428,0.821497,-1.089998,0.969482,-2.961825,0.867011,-0.384477,-0.479291,-0.059835,-0.786688,-0.616602,0.996936,-3.085158,0.000783,-0.582749,1.014203,-3.031255,0.848189,-0.596016,0.947712,-3.109149,0.817786,-0.644011,0.980183,-3.128528,0.755808,-0.643633,1.045645,-3.071701,0.833062,0.028764,-0.120516,-0.006810,-0.992271,-0.788253,0.914715,-2.769459,0.001349,-0.831814,0.874931,-2.752924,0.852272,-0.812477,0.938767,-2.767864,0.918250,-0.720468,0.930446,-2.787591,0.933950,0.087829,0.986734,0.127242,-0.049504,-0.837228,1.091997,-2.995925,0.000823,-0.840512,1.040146,-2.999376,0.000000,-0.793973,1.142587,-2.991122,0.734203,-0.833888,1.035058,-3.013639,0.867133,-0.880538,1.150199,-2.979563,0.795946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.792974,1.142719,-2.991200,-0.834218,1.035454,-3.013503,-0.881126,1.149681,-2.979628,-0.859029,0.569665,-3.094577,-0.749592,0.601103,-3.088913,-0.820051,0.669917,-3.085490,-0.830891,0.875943,-2.753302,-0.812991,0.938146,-2.767644,-0.720876,0.930055,-2.787433,-0.581604,1.014957,-3.031484,-0.597194,0.946766,-3.108047,-0.642591,0.981046,-3.130969,-0.644805,1.045106,-3.070503,-1.116673,0.955450,-2.869874,-1.126591,0.914268,-2.966768,-1.149906,0.891373,-2.932764,-1.089969,0.968916,-2.963083
394,3.283333,0.001446,-0.016865,-0.003048,-0.999852,-0.809582,0.613546,-3.089609,0.000438,-0.859235,0.569490,-3.094542,0.974771,-0.749366,0.601016,-3.088843,0.973216,-0.820145,0.670132,-3.085443,0.976064,-0.224935,0.071079,0.165924,-0.957508,-1.121458,0.934414,-2.937124,0.000807,-1.116763,0.957079,-2.872735,0.949244,-1.127610,0.915962,-2.971393,0.833305,-1.151707,0.892896,-2.939997,0.949904,-1.089752,0.971718,-2.964369,0.883102,-0.383602,-0.475147,-0.060375,-0.789582,-0.615791,0.996722,-3.084798,0.000620,-0.582436,1.014068,-3.030609,0.843260,-0.595061,0.947399,-3.108459,0.818323,-0.642804,0.979907,-3.128391,0.759588,-0.642862,1.045516,-3.071732,0.833377,0.029140,-0.104326,-0.010661,-0.994059,-0.787846,0.915061,-2.768700,0.001329,-0.831573,0.874892,-2.753596,0.942399,-0.812316,0.938902,-2.767879,0.883683,-0.719648,0.931388,-2.784623,0.902397,0.088423,0.986831,0.126694,-0.047909,-0.836753,1.092012,-2.996319,0.000832,-0.840105,1.040160,-2.999704,0.000000,-0.793436,1.142543,-2.991463,0.758417,-0.833447,1.035041,-3.013941,0.856371,-0.880023,1.150302,-2.980167,0.802037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.792489,1.142730,-2.991519,-0.833817,1.035457,-3.013797,-0.880540,1.149709,-2.980259,-0.859042,0.569652,-3.094523,-0.749625,0.601083,-3.088845,-0.820079,0.669902,-3.085459,-0.831585,0.875460,-2.753688,-0.813260,0.938285,-2.767595,-0.718693,0.931437,-2.784817,-0.581097,1.014881,-3.030645,-0.596338,0.946610,-3.107434,-0.641644,0.980891,-3.130253,-0.644009,1.044571,-3.070979,-1.116966,0.956657,-2.872537,-1.126875,0.916730,-2.970110,-1.152046,0.892793,-2.940351,-1.089946,0.971474,-2.965496
395,3.291667,0.001500,-0.016642,-0.002962,-0.999856,-0.809581,0.613524,-3.089530,0.000436,-0.859239,0.569476,-3.094480,0.975790,-0.749368,0.600983,-3.088735,0.971433,-0.820137,0.670112,-3.085374,0.976849,-0.223572,0.067970,0.166411,-0.957968,-1.121216,0.937030,-2.938826,0.001456,-1.116100,0.959808,-2.874509,0.851218,-1.127589,0.918517,-2.973022,0.872627,-1.151465,0.895495,-2.941425,0.840346,-1.089709,0.974301,-2.966347,0.882239,-0.382520,-0.474143,-0.061163,-0.790650,-0.614862,0.996658,-3.084085,0.000468,-0.581711,1.014139,-3.029815,0.850649,-0.593986,0.947324,-3.107595,0.822980,-0.641706,0.979734,-3.127740,0.783253,-0.642043,1.045435,-3.071191,0.836756,0.029464,-0.103984,-0.010775,-0.994084,-0.788159,0.915194,-2.768584,0.001249,-0.831884,0.875021,-2.753486,0.936677,-0.812637,0.939029,-2.767796,0.886429,-0.719955,0.931534,-2.784472,0.912958,0.088608,0.986984,0.126072,-0.046018,-0.836305,1.091980,-2.996690,0.000852,-0.839685,1.040126,-3.000004,0.000000,-0.792967,1.142487,-2.991760,0.755671,-0.832980,1.034979,-3.014208,0.852131,-0.879588,1.150330,-2.980788,0.796563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.792013,1.142691,-2.991809,-0.833363,1.035406,-3.014062,-0.880100,1.149705,-2.980890,-0.859044,0.569619,-3.094462,-0.749644,0.601056,-3.088738,-0.820055,0.669896,-3.085389,-0.831861,0.875644,-2.753594,-0.813511,0.938360,-2.767516,-0.719103,0.931579,-2.784644,-0.580429,1.014886,-3.029976,-0.595229,0.946553,-3.106598,-0.640561,0.980717,-3.129295,-0.643198,1.044500,-3.070514,-1.116988,0.958639,-2.874750,-1.127028,0.919650,-2.973175,-1.151062,0.896112,-2.940009,-1.089785,0.973720,-2.967368
396,3.300000,0.001457,-0.016672,-0.002944,-0.999856,-0.809595,0.613532,-3.089432,0.000433,-0.859254,0.569486,-3.094382,0.976167,-0.749382,0.600989,-3.088642,0.971989,-0.820148,0.670120,-3.085271,0.976384,-0.231262,0.069074,0.169015,-0.955605,-1.121375,0.939176,-2.941757,0.001559,-1.116390,0.960909,-2.877070,0.839556,-1.127712,0.921237,-2.976265,0.865824,-1.151829,0.897846,-2.945127,0.837365,-1.089568,0.976709,-2.968567,0.859608,-0.381374,-0.469280,-0.059802,-0.794200,-0.613828,0.996639,-3.083812,0.000638,-0.581139,1.014232,-3.029299,0.850251,-0.592974,0.947074,-3.106852,0.837079,-0.640317,0.979625,-3.127649,0.806477,-0.640883,1.045624,-3.071449,0.843603,0.025644,-0.116953,-0.005870,-0.992789,-0.789111,0.914927,-2.769230,0.000993,-0.832886,0.875151,-2.753249,0.900172,-0.813289,0.939028,-2.767663,0.935373,-0.721160,0.930602,-2.786777,0.963996,0.088958,0.987047,0.125835,-0.044604,-0.835867,1.091938,-2.996998,0.000902,-0.839290,1.040084,-3.000281,0.000000,-0.792491,1.142404,-2.991992,0.735461,-0.832553,1.034920,-3.014464,0.847312,-0.879133,1.150343,-2.981257,0.779212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.791449,1.142577,-2.992055,-0.832923,1.035382,-3.014313,-0.879727,1.149697,-2.981356,-0.859066,0.569631,-3.094365,-0.749651,0.601065,-3.088644,-0.820067,0.669899,-3.085286,-0.832225,0.875853,-2.753507,-0.813758,0.938618,-2.767494,-0.721351,0.930310,-2.786689,-0.579797,1.014896,-3.029297,-0.594097,0.946493,-3.105824,-0.639467,0.980609,-3.129083,-0.641952,1.044556,-3.071045,-1.117356,0.959635,-2.877204,-1.127038,0.922397,-2.976274,-1.151437,0.898537,-2.943707,-1.089669,0.976133,-2.969843
397,3.308333,0.001403,-0.016582,-0.002820,-0.999858,-0.809578,0.613522,-3.089355,0.000442,-0.859248,0.569489,-3.094319,0.975670,-0.749368,0.600964,-3.088555,0.970759,-0.820118,0.670112,-3.085190,0.976492,-0.238563,0.071158,0.171640,-0.953186,-1.121663,0.941395,-2.944896,0.001717,-1.116916,0.962144,-2.879869,0.812905,-1.127909,0.924003,-2.979699,0.863856,-1.152335,0.900298,-2.949043,0.809320,-1.089491,0.979133,-2.970973,0.846564,-0.381040,-0.467566,-0.062302,-0.795179,-0.612790,0.996630,-3.083278,0.000698,-0.580456,1.014246,-3.028561,0.838690,-0.591666,0.947155,-3.106263,0.832881,-0.638985,0.979597,-3.127284,0.790564,-0.640053,1.045522,-3.071004,0.843491,0.030313,-0.103157,-0.010149,-0.994151,-0.788706,0.915675,-2.768386,0.001289,-0.832498,0.875574,-2.753290,0.936207,-0.813161,0.939536,-2.767682,0.884332,-0.720459,0.931916,-2.784185,0.909447,0.089041,0.987150,0.125453,-0.043221,-0.835441,1.091853,-2.997285,0.000892,-0.838879,1.039998,-3.000524,0.000000,-0.792055,1.142304,-2.992216,0.728624,-0.832107,1.034816,-3.014683,0.847878,-0.878722,1.150295,-2.981719,0.773731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.790977,1.142406,-2.992297,-0.832440,1.035301,-3.014530,-0.879384,1.149684,-2.981803,-0.859051,0.569632,-3.094301,-0.749651,0.601039,-3.088558,-0.820032,0.669894,-3.085204,-0.832498,0.876203,-2.753395,-0.814046,0.938848,-2.767397,-0.719573,0.931975,-2.784365,-0.579067,1.015053,-3.028416,-0.592849,0.946478,-3.105297,-0.638114,0.980491,-3.128966,-0.641117,1.044511,-3.070460,-1.118049,0.960674,-2.880102,-1.127265,0.925202,-2.979669,-1.151802,0.901134,-2.947414,-1.089536,0.978568,-2.972399
398,3.316667,0.001445,-0.016240,-0.002870,-0.999863,-0.809581,0.613538,-3.089243,0.000473,-0.859242,0.569499,-3.094238,0.975670,-0.749370,0.600986,-3.088402,0.970759,-0.820129,0.670127,-3.085090,0.976492,-0.246369,0.073098,0.173474,-0.950719,-1.121709,0.943746,-2.947823,0.001741,-1.117260,0.963456,-2.882452,0.812905,-1.127821,0.926927,-2.982930,0.863856,-1.152525,0.902848,-2.952792,0.809320,-1.089229,0.981752,-2.973118,0.846564,-0.379720,-0.466119,-0.064024,-0.796522,-0.611656,0.996787,-3.082522,0.000606,-0.579646,1.014564,-3.027667,0.838690,-0.590283,0.947339,-3.105335,0.832881,-0.637582,0.979625,-3.126637,0.790564,-0.639113,1.045621,-3.070451,0.843491,0.029404,-0.103677,-0.012011,-0.994104,-0.789048,0.915525,-2.768134,0.001657,-0.832683,0.875238,-2.753075,0.936207,-0.813586,0.939298,-2.767350,0.884332,-0.720877,0.932038,-2.783978,0.909447,0.088642,0.987372,0.124138,-0.042766,-0.835001,1.091866,-2.997561,0.000922,-0.838395,1.039999,-3.000663,0.000000,-0.791661,1.142367,-2.992594,0.728624,-0.831606,1.034785,-3.014802,0.847878,-0.878343,1.150314,-2.982187,0.773731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.790533,1.142481,-2.992677,-0.831943,1.035252,-3.014656,-0.879029,1.149709,-2.982266,-0.859036,0.569653,-3.094219,-0.749670,0.601070,-3.088404,-0.820035,0.669889,-3.085106,-0.832826,0.876083,-2.753187,-0.814550,0.938267,-2.766994,-0.719769,0.932224,-2.784222,-0.578256,1.015264,-3.027659,-0.591518,0.946729,-3.104326,-0.636597,0.980589,-3.128107,-0.640250,1.044569,-3.070002,-1.118477,0.961932,-2.882596,-1.127211,0.928142,-2.982874,-1.151952,0.903674,-2.951108,-1.089195,0.981236,-2.974715
399,3.325000,0.001451,-0.016082,-0.002826,-0.999866,-0.809553,0.613553,-3.089146,0.000466,-0.859218,0.569519,-3.094156,0.974253,-0.749344,0.600996,-3.088285,0.968857,-0.820098,0.670143,-3.084997,0.974374,-0.250821,0.075358,0.176290,-0.948858,-1.121757,0.946617,-2.950478,0.001376,-1.117491,0.965709,-2.884912,0.804332,-1.127810,0.930154,-2.985764,0.863948,-1.152811,0.905966,-2.955960,0.803850,-1.088913,0.984637,-2.975276,0.832121,-0.378951,-0.464859,-0.064896,-0.797553,-0.610601,0.996967,-3.081764,0.000630,-0.578813,1.014832,-3.026808,0.844385,-0.589092,0.947517,-3.104446,0.829242,-0.636345,0.979733,-3.125957,0.798465,-0.638152,1.045785,-3.069846,0.838645,0.025920,-0.116154,-0.007416,-0.992865,-0.789863,0.915403,-2.768652,0.001184,-0.833536,0.875490,-2.752731,0.913573,-0.814119,0.939428,-2.767126,0.854394,-0.721935,0.931290,-2.786098,0.885052,0.088673,0.987514,0.123268,-0.041941,-0.834583,1.091860,-2.997827,0.000926,-0.837980,1.039988,-3.000834,0.000000,-0.791242,1.142363,-2.992892,0.715760,-0.831172,1.034745,-3.014954,0.851436,-0.877937,1.150344,-2.982627,0.770358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.790108,1.142472,-2.992974,-0.831508,1.035220,-3.014807,-0.878631,1.149733,-2.982707,-0.859016,0.569667,-3.094138,-0.749642,0.601082,-3.088288,-0.820002,0.669909,-3.085012,-0.833064,0.876430,-2.752984,-0.814706,0.938627,-2.766870,-0.721820,0.931151,-2.786101,-0.577413,1.015507,-3.026779,-0.590282,0.946952,-3.103385,-0.635441,0.980675,-3.127493,-0.639264,1.044736,-3.069404,-1.118351,0.964891,-2.883996,-1.127242,0.931180,-2.986204,-1.152433,0.906403,-2.954907,-1.089000,0.983993,-2.976805
400,3.333333,0.001288,-0.016053,-0.002975,-0.999866,-0.809539,0.613573,-3.089020,0.000456,-0.859190,0.569527,-3.094048,0.974971,-0.749326,0.601034,-3.088161,0.969029,-0.820101,0.670160,-3.084853,0.974656,-0.261256,0.077437,0.178055,-0.945540,-1.121958,0.948675,-2.953837,0.001571,-1.118096,0.966370,-2.887855,0.850094,-1.127819,0.932982,-2.989504,0.874797,-1.153131,0.908275,-2.960396,0.879831,-1.088786,0.987074,-2.977594,0.833851,-0.378640,-0.462666,-0.066970,-0.798803,-0.609416,0.997253,-3.081051,0.000615,-0.578006,1.015132,-3.025883,0.844568,-0.587678,0.947859,-3.103635,0.830854,-0.634852,0.980008,-3.125417,0.798436,-0.637128,1.046013,-3.069268,0.840850,0.031543,-0.103000,-0.010874,-0.994122,-0.789415,0.916321,-2.767832,0.001414,-0.833143,0.876179,-2.752657,0.891871,-0.813911,0.940141,-2.767190,0.897560,-0.721191,0.932642,-2.783649,0.981954,0.088709,0.987525,0.123467,-0.040989,-0.834135,1.091850,-2.998028,0.000865,-0.837543,1.039980,-3.001053,0.000000,-0.790787,1.142338,-2.992999,0.714635,-0.830710,1.034738,-3.015161,0.850148,-0.877499,1.150345,-2.982898,0.768004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.789741,1.142436,-2.993074,-0.831040,1.035214,-3.015015,-0.878140,1.149756,-2.982979,-0.858982,0.569667,-3.094030,-0.749627,0.601110,-3.088164,-0.820008,0.669943,-3.084867,-0.833269,0.876784,-2.752736,-0.814794,0.939404,-2.766896,-0.720182,0.932773,-2.783864,-0.576653,1.015805,-3.025904,-0.588839,0.947296,-3.102535,-0.633970,0.980995,-3.126952,-0.638197,1.044920,-3.068818,-1.119134,0.965128,-2.887872,-1.127172,0.934088,-2.989657,-1.152628,0.908995,-2.958862,-1.088898,0.986490,-2.978959
401,3.341667,0.001183,-0.015861,-0.002868,-0.999869,-0.809480,0.613601,-3.088891,0.000447,-0.859138,0.569566,-3.093946,0.974882,-0.749270,0.601048,-3.088011,0.968997,-0.820031,0.670189,-3.084716,0.976418,-0.268610,0.079135,0.181171,-0.942743,-1.122014,0.951127,-2.956921,0.001610,-1.118344,0.967789,-2.890660,0.838063,-1.127812,0.936019,-2.992850,0.870910,-1.153422,0.911041,-2.964238,0.823235,-1.088479,0.989661,-2.979937,0.851106,-0.378280,-0.460376,-0.069923,-0.800043,-0.608041,0.997561,-3.080376,0.000584,-0.577079,1.015455,-3.024960,0.848914,-0.585988,0.948271,-3.102880,0.830473,-0.633107,0.980304,-3.124948,0.797309,-0.635989,1.046216,-3.068717,0.840558,0.029292,-0.111626,-0.002303,-0.993316,-0.790253,0.915930,-2.768107,0.001388,-0.834437,0.876543,-2.752291,0.937666,-0.814301,0.940186,-2.766997,0.881336,-0.722021,0.931062,-2.785033,0.895978,0.088844,0.987627,0.123229,-0.038903,-0.833688,1.091847,-2.998288,0.000863,-0.837123,1.039977,-3.001282,0.000000,-0.790323,1.142307,-2.993128,0.736565,-0.830236,1.034718,-3.015358,0.850788,-0.877070,1.150387,-2.983386,0.781513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.789330,1.142449,-2.993183,-0.830595,1.035201,-3.015209,-0.877647,1.149748,-2.983487,-0.858940,0.569699,-3.093929,-0.749567,0.601129,-3.088013,-0.819933,0.669974,-3.084730,-0.833364,0.877524,-2.752679,-0.814857,0.939680,-2.766796,-0.722539,0.930587,-2.784846,-0.575678,1.016114,-3.024966,-0.587259,0.947723,-3.101827,-0.632081,0.981266,-3.126434,-0.637138,1.045150,-3.068288,-1.119551,0.966434,-2.890403,-1.127229,0.937134,-2.992986,-1.152813,0.911800,-2.962646,-1.088464,0.989142,-2.981649
402,3.350000,0.001108,-0.015573,-0.002900,-0.999874,-0.809415,0.613637,-3.088756,0.000424,-0.859068,0.569600,-3.093847,0.976067,-0.749205,0.601088,-3.087843,0.972949,-0.819972,0.670224,-3.084578,0.977291,-0.277145,0.082703,0.182805,-0.939645,-1.122056,0.953523,-2.959911,0.001740,-1.118936,0.969058,-2.893348,0.806780,-1.127584,0.939045,-2.996140,0.865467,-1.153581,0.913717,-2.968193,0.799109,-1.088124,0.992273,-2.981962,0.818009,-0.378296,-0.458786,-0.072705,-0.800701,-0.606746,0.997892,-3.079737,0.000688,-0.576132,1.015753,-3.024118,0.841997,-0.584420,0.948722,-3.102238,0.835186,-0.631524,0.980659,-3.124480,0.803094,-0.634909,1.046431,-3.068113,0.842592,0.038662,-0.110083,-0.001782,-0.993169,-0.790178,0.916701,-2.767536,0.002142,-0.834367,0.877565,-2.751122,0.764265,-0.814256,0.940945,-2.766955,0.878801,-0.721910,0.931593,-2.784532,0.898981,0.089108,0.987680,0.123063,-0.037476,-0.833275,1.091886,-2.998470,0.000848,-0.836746,1.040017,-3.001441,0.000000,-0.789882,1.142313,-2.993222,0.755942,-0.829826,1.034744,-3.015495,0.845261,-0.876648,1.150472,-2.983722,0.788039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.788919,1.142466,-2.993270,-0.830191,1.035221,-3.015349,-0.877195,1.149834,-2.983827,-0.858879,0.569746,-3.093829,-0.749467,0.601156,-3.087846,-0.819899,0.670009,-3.084593,-0.832768,0.879179,-2.751752,-0.815018,0.940059,-2.766633,-0.722651,0.930961,-2.784261,-0.574749,1.016500,-3.023962,-0.585632,0.948139,-3.101285,-0.630638,0.981598,-3.125967,-0.635967,1.045329,-3.067735,-1.120208,0.967605,-2.893284,-1.126943,0.940227,-2.996191,-1.152951,0.914515,-2.966460,-1.088122,0.991747,-2.983704
403,3.358333,0.001237,-0.015293,-0.002894,-0.999878,-0.809326,0.613683,-3.088627,0.000424,-0.858976,0.569645,-3.093734,0.976890,-0.749117,0.601134,-3.087677,0.972668,-0.819885,0.670271,-3.084470,0.976571,-0.293701,0.089615,0.187649,-0.933004,-1.122485,0.955709,-2.963976,0.001344,-1.120349,0.969000,-2.896891,0.884318,-1.127550,0.942505,-3.000756,0.821243,-1.154347,0.916608,-2.974117,0.887045,-1.087693,0.994723,-2.984142,0.838887,-0.377721,-0.457013,-0.075524,-0.801725,-0.605478,0.998359,-3.079015,0.000671,-0.575262,1.016264,-3.023192,0.846971,-0.582843,0.949295,-3.101438,0.835445,-0.629926,0.981091,-3.123925,0.804490,-0.633882,1.046784,-3.067505,0.840346,0.038254,-0.111591,-0.005711,-0.993001,-0.790042,0.917525,-2.767627,0.001883,-0.833878,0.878028,-2.751130,0.818594,-0.814302,0.941585,-2.766925,0.851275,-0.721947,0.932964,-2.784825,0.966307,0.089098,0.987750,0.122674,-0.036913,-0.832856,1.091949,-2.998643,0.000923,-0.836328,1.040077,-3.001572,0.000000,-0.789465,1.142376,-2.993394,0.732464,-0.829393,1.034791,-3.015613,0.842425,-0.876240,1.150551,-2.983992,0.771214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.788411,1.142558,-2.993441,-0.829773,1.035271,-3.015466,-0.876837,1.149867,-2.984104,-0.858795,0.569787,-3.093717,-0.749379,0.601211,-3.087679,-0.819804,0.670051,-3.084484,-0.832954,0.879517,-2.751599,-0.815120,0.940405,-2.766536,-0.722053,0.932654,-2.784745,-0.573931,1.017014,-3.023100,-0.584033,0.948663,-3.100492,-0.629020,0.982125,-3.125315,-0.634931,1.045633,-3.067153,-1.120504,0.968890,-2.895750,-1.126704,0.943469,-2.999510,-1.154898,0.916042,-2.974925,-1.087833,0.994435,-2.985721
404,3.366667,0.001282,-0.015301,-0.002829,-0.999878,-0.809220,0.613720,-3.088477,0.000386,-0.858876,0.569688,-3.093579,0.977641,-0.749012,0.601163,-3.087527,0.977427,-0.819771,0.670309,-3.084325,0.977997,-0.292654,0.087456,0.186477,-0.933773,-1.121950,0.958771,-2.965748,0.001484,-1.119602,0.972192,-2.898696,0.831418,-1.127110,0.945482,-3.002484,0.877482,-1.153712,0.919538,-2.975695,0.847362,-1.087376,0.997872,-2.986118,0.820751,-0.377804,-0.457190,-0.080529,-0.801097,-0.604302,0.998861,-3.078129,0.000487,-0.574395,1.016724,-3.022127,0.857353,-0.581201,0.950101,-3.100737,0.821147,-0.628478,0.981626,-3.123199,0.770229,-0.633134,1.046993,-3.066453,0.838210,0.038913,-0.110617,-0.005630,-0.993085,-0.790131,0.917808,-2.767454,0.001924,-0.833996,0.878329,-2.750993,0.815732,-0.814393,0.941867,-2.766832,0.848057,-0.722003,0.933228,-2.784538,0.965929,0.089031,0.987817,0.122456,-0.035989,-0.832430,1.092041,-2.998687,0.000990,-0.835900,1.040168,-3.001590,0.000000,-0.789045,1.142469,-2.993390,0.707585,-0.828940,1.034873,-3.015616,0.844173,-0.875836,1.150655,-2.984150,0.760330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.787895,1.142677,-2.993437,-0.829329,1.035338,-3.015473,-0.876482,1.149956,-2.984262,-0.858712,0.569839,-3.093562,-0.749229,0.601225,-3.087528,-0.819718,0.670096,-3.084340,-0.833053,0.879839,-2.751469,-0.815252,0.940679,-2.766433,-0.722088,0.932907,-2.784461,-0.573197,1.017475,-3.022316,-0.582448,0.949370,-3.099683,-0.627287,0.982566,-3.124925,-0.634219,1.046078,-3.065675,-1.120685,0.971119,-2.897976,-1.126559,0.946526,-3.002813,-1.153182,0.920076,-2.974368,-1.087373,0.997363,-2.987837
405,3.375000,0.000943,-0.014933,-0.002891,-0.999884,-0.809080,0.613738,-3.088329,0.000359,-0.858727,0.569704,-3.093498,0.979683,-0.748872,0.601187,-3.087343,0.979097,-0.819641,0.670323,-3.084146,0.978884,-0.301819,0.086394,0.189324,-0.930375,-1.121958,0.960743,-2.969783,0.001623,-1.119580,0.972809,-2.902475,0.846951,-1.127162,0.948214,-3.006779,0.825249,-1.153887,0.921856,-2.980522,0.731575,-1.087206,1.000092,-2.989356,0.897541,-0.378346,-0.455630,-0.083700,-0.801405,-0.602934,0.999349,-3.077519,0.000628,-0.573372,1.017099,-3.021298,0.845640,-0.579554,0.950752,-3.100194,0.825154,-0.626822,0.982204,-3.122777,0.774696,-0.631987,1.047340,-3.065809,0.839861,0.039357,-0.110642,-0.005891,-0.993063,-0.790211,0.918069,-2.767198,0.002001,-0.834051,0.878576,-2.750700,0.808328,-0.814488,0.942113,-2.766593,0.847760,-0.722094,0.933516,-2.784300,0.958225,0.088724,0.987955,0.121795,-0.035192,-0.831995,1.092101,-2.998690,0.000969,-0.835436,1.040222,-3.001523,0.000000,-0.788642,1.142557,-2.993400,0.709644,-0.828452,1.034909,-3.015530,0.846426,-0.875452,1.150715,-2.984305,0.763338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.787495,1.142731,-2.993454,-0.828823,1.035377,-3.015389,-0.876115,1.150047,-2.984409,-0.858581,0.569844,-3.093482,-0.749071,0.601251,-3.087345,-0.819588,0.670120,-3.084161,-0.833001,0.880099,-2.751203,-0.815420,0.940979,-2.766188,-0.722213,0.933128,-2.784203,-0.572059,1.017910,-3.021246,-0.580800,0.949925,-3.099287,-0.625671,0.983109,-3.124489,-0.633158,1.046489,-3.065123,-1.120625,0.971849,-2.901903,-1.127116,0.948629,-3.008476,-1.152980,0.922709,-2.978144,-1.087011,0.999880,-2.990339
